question,premise,choice1,choice2,kind,a1,a2,correct,gap,peak
"Consider the following example: ‘‘‘The parents left their children with a babysitter.’’’ Choice 1: Their youngest child started attending preschool. Choice 2: They made plans to celebrate their anniversary. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The parents left their children with a babysitter.,Their youngest child started attending preschool.,They made plans to celebrate their anniversary.,cause,-0.15847405791282654,0.23343345522880554,2,0.3919075131416321,0.23343345522880554
"Consider the following example: ‘‘‘The parents recognized their daughter's creativity.’’’ Choice 1: They taught her how to ride a bike. Choice 2: They encouraged her to become an artist. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The parents recognized their daughter's creativity.,They taught her how to ride a bike.,They encouraged her to become an artist.,effect,0.14524006843566895,-0.13209319114685059,2,0.27733325958251953,0.14524006843566895
"Consider the following example: ‘‘‘The patient underwent the risky medical procedure.’’’ Choice 1: The procedure was costly. Choice 2: Specialists recommended the procedure. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The patient underwent the risky medical procedure.,The procedure was costly.,Specialists recommended the procedure.,cause,0.3392294943332672,-0.028483375906944275,2,0.3677128702402115,0.3392294943332672
"Consider the following example: ‘‘‘The patient went into a coma.’’’ Choice 1: He suffered emotional trauma. Choice 2: He suffered brain damage. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The patient went into a coma.,He suffered emotional trauma.,He suffered brain damage.,cause,0.824126124382019,-1.0678424835205078,2,1.8919686079025269,1.0678424835205078
"Consider the following example: ‘‘‘The pharmaceutical company recalled the drug.’’’ Choice 1: Users reported dangerous side effects. Choice 2: Users got refills on their prescriptions. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The pharmaceutical company recalled the drug.,Users reported dangerous side effects.,Users got refills on their prescriptions.,cause,-0.19473415613174438,0.7193599343299866,1,0.914094090461731,0.7193599343299866
"Consider the following example: ‘‘‘The photo albums collected dust in the attic.’’’ Choice 1: They remained untouched for years. Choice 2: The family reminisced over the photos. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The photo albums collected dust in the attic.,They remained untouched for years.,The family reminisced over the photos.,cause,-0.2359394133090973,0.5326090455055237,1,0.768548458814621,0.5326090455055237
"Consider the following example: ‘‘‘The physician misdiagnosed the patient.’’’ Choice 1: The patient filed a malpractice lawsuit against the physician. Choice 2: The patient disclosed confidential information to the physician. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The physician misdiagnosed the patient.,The patient filed a malpractice lawsuit against the physician.,The patient disclosed confidential information to the physician.,effect,-0.03976435586810112,0.21986614167690277,1,0.2596304975450039,0.21986614167690277
"Consider the following example: ‘‘‘The player caught the ball.’’’ Choice 1: Her teammate threw it to her. Choice 2: Her opponent tried to intercept it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The player caught the ball.,Her teammate threw it to her.,Her opponent tried to intercept it.,cause,0.22966651618480682,-0.18692941963672638,1,0.4165959358215332,0.22966651618480682
"Consider the following example: ‘‘‘The police eliminated the woman from the list of suspects.’’’ Choice 1: The police interrogated her. Choice 2: Her alibi checked out. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The police eliminated the woman from the list of suspects.,The police interrogated her.,Her alibi checked out.,cause,-0.12468792498111725,0.022074982523918152,2,0.1467629075050354,0.12468792498111725
"Consider the following example: ‘‘‘The police officer pulled over the celebrity.’’’ Choice 1: The celebrity offered the officer a bribe. Choice 2: The celebrity sued the police officer. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The police officer pulled over the celebrity.,The celebrity offered the officer a bribe.,The celebrity sued the police officer.,effect,-0.22520329058170319,-0.08741302043199539,1,0.1377902701497078,0.22520329058170319
"Consider the following example: ‘‘‘The product was heavily advertised.’’’ Choice 1: Consumers recognized the product. Choice 2: The product became outdated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The product was heavily advertised.,Consumers recognized the product.,The product became outdated.,effect,0.1579538732767105,-0.059794433414936066,1,0.21774830669164658,0.1579538732767105
"Consider the following example: ‘‘‘The retail shop shut down.’’’ Choice 1: Its sales were lagging. Choice 2: It renewed its lease. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The retail shop shut down.,Its sales were lagging.,It renewed its lease.,cause,-0.2039974480867386,0.3853048086166382,1,0.5893022567033768,0.3853048086166382
"Consider the following example: ‘‘‘The ring on my finger got stuck.’’’ Choice 1: My finger swelled. Choice 2: I chipped my fingernail. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The ring on my finger got stuck.,My finger swelled.,I chipped my fingernail.,cause,-0.22870871424674988,0.1951967477798462,1,0.42390546202659607,0.22870871424674988
"Consider the following example: ‘‘‘The rocket flew up into the sky.’’’ Choice 1: The girl launched it. Choice 2: The girl designed it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The rocket flew up into the sky.,The girl launched it.,The girl designed it.,cause,-0.417651891708374,0.42079487442970276,1,0.8384467661380768,0.42079487442970276
"Consider the following example: ‘‘‘The runner wore shorts.’’’ Choice 1: The forecast predicted high temperatures. Choice 2: She planned to run along the beach. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The runner wore shorts.,The forecast predicted high temperatures.,She planned to run along the beach.,cause,0.14296385645866394,0.057362690567970276,1,0.08560116589069366,0.14296385645866394
"Consider the following example: ‘‘‘The school principal implemented a dress code.’’’ Choice 1: Students protested the decision. Choice 2: Students were expelled from school. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The school principal implemented a dress code.,Students protested the decision.,Students were expelled from school.,effect,0.05047199875116348,-0.3825640082359314,1,0.4330360069870949,0.3825640082359314
"Consider the following example: ‘‘‘The scientist conducted an experiment.’’’ Choice 1: She validated her theory. Choice 2: She fabricated her data. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The scientist conducted an experiment.,She validated her theory.,She fabricated her data.,effect,0.20855297148227692,-0.4977804124355316,1,0.7063333839178085,0.4977804124355316
"Consider the following example: ‘‘‘The scientist gained recognition.’’’ Choice 1: She discovered a new species. Choice 2: She received tenure at the university. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The scientist gained recognition.,She discovered a new species.,She received tenure at the university.,cause,0.08079790323972702,-0.34471267461776733,1,0.42551057785749435,0.34471267461776733
"Consider the following example: ‘‘‘The seasons changed from summer to autumn.’’’ Choice 1: People evacuated their homes. Choice 2: Leaves fell from the trees. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The seasons changed from summer to autumn.,People evacuated their homes.,Leaves fell from the trees.,effect,0.31573063135147095,-0.22114400565624237,2,0.5368746370077133,0.31573063135147095
"Consider the following example: ‘‘‘The secretary put the caller on hold.’’’ Choice 1: The caller's phone lost reception. Choice 2: The caller waited on the line. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The secretary put the caller on hold.,The caller's phone lost reception.,The caller waited on the line.,effect,-0.24104724824428558,0.002031613141298294,2,0.24307886138558388,0.24104724824428558
"Consider the following example: ‘‘‘The shirt shrunk.’’’ Choice 1: I poured bleach on it. Choice 2: I put it in the dryer. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The shirt shrunk.,I poured bleach on it.,I put it in the dryer.,cause,0.22341419756412506,-0.1745905578136444,2,0.39800475537776947,0.22341419756412506
"Consider the following example: ‘‘‘The shop was closed.’’’ Choice 1: The owner was helping customers. Choice 2: The shop was undergoing renovation. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The shop was closed.,The owner was helping customers.,The shop was undergoing renovation.,cause,0.22717460989952087,-0.042836353182792664,2,0.27001096308231354,0.22717460989952087
"Consider the following example: ‘‘‘The shopper wondered about the cost of the item.’’’ Choice 1: He checked its price tag. Choice 2: He decided to buy it. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The shopper wondered about the cost of the item.,He checked its price tag.,He decided to buy it.,effect,-0.2747802138328552,0.1579655408859253,1,0.4327457547187805,0.2747802138328552
"Consider the following example: ‘‘‘The skier slipped on the slope.’’’ Choice 1: She dropped her ski poles. Choice 2: She hit a patch of ice. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The skier slipped on the slope.,She dropped her ski poles.,She hit a patch of ice.,cause,0.5512663125991821,-0.7997792959213257,2,1.3510456085205078,0.7997792959213257
"Consider the following example: ‘‘‘The skydiver glided safely to the ground.’’’ Choice 1: She opened her parachute. Choice 2: She jumped out of the plane. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The skydiver glided safely to the ground.,She opened her parachute.,She jumped out of the plane.,cause,-0.031922049820423126,-0.3913190960884094,1,0.3593970462679863,0.3913190960884094
"Consider the following example: ‘‘‘The smoke alarm went off.’’’ Choice 1: I lit a candle. Choice 2: I burnt my dinner. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The smoke alarm went off.,I lit a candle.,I burnt my dinner.,cause,0.37724992632865906,-0.5937404632568359,2,0.970990389585495,0.5937404632568359
"Consider the following example: ‘‘‘The stain came out of the shirt.’’’ Choice 1: I patched the shirt. Choice 2: I bleached the shirt. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The stain came out of the shirt.,I patched the shirt.,I bleached the shirt.,cause,0.31245169043540955,-0.0934610664844513,2,0.40591275691986084,0.31245169043540955
"Consider the following example: ‘‘‘The student flaunted his test grade to his classmates.’’’ Choice 1: He received a perfect score. Choice 2: He feigned interest in the class. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The student flaunted his test grade to his classmates.,He received a perfect score.,He feigned interest in the class.,cause,0.0765802413225174,-0.07591933012008667,1,0.15249957144260406,0.0765802413225174
"Consider the following example: ‘‘‘The student forgot to do her assignment.’’’ Choice 1: She made up an excuse to tell the teacher. Choice 2: The teacher promoted her to the next grade. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The student forgot to do her assignment.,She made up an excuse to tell the teacher.,The teacher promoted her to the next grade.,effect,-0.21576285362243652,0.06893187016248703,1,0.28469472378492355,0.21576285362243652
"Consider the following example: ‘‘‘The student was in a rush to get to school on time.’’’ Choice 1: He left his assignment at home. Choice 2: He brought his lunch to school. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The student was in a rush to get to school on time.,He left his assignment at home.,He brought his lunch to school.,effect,-0.48503708839416504,0.5524020195007324,1,1.0374391078948975,0.5524020195007324
"Consider the following example: ‘‘‘The student's answer on the exam was incorrect.’’’ Choice 1: The teacher added bonus points to the student's grade. Choice 2: The teacher subtracted points off the student's grade. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The student's answer on the exam was incorrect.,The teacher added bonus points to the student's grade.,The teacher subtracted points off the student's grade.,effect,0.45133253931999207,-0.583478569984436,2,1.034811109304428,0.583478569984436
"Consider the following example: ‘‘‘The sun emerged from the clouds.’’’ Choice 1: The woman glanced at her watch. Choice 2: The woman took her sweater off. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The sun emerged from the clouds.,The woman glanced at her watch.,The woman took her sweater off.,effect,0.0416073352098465,0.2522466778755188,2,0.2106393426656723,0.2522466778755188
"Consider the following example: ‘‘‘The surfer caught the wave.’’’ Choice 1: The wave carried her to the shore. Choice 2: She paddled her board into the ocean. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The surfer caught the wave.,The wave carried her to the shore.,She paddled her board into the ocean.,effect,-0.4911828637123108,0.5779026746749878,1,1.0690855383872986,0.5779026746749878
"Consider the following example: ‘‘‘The teacher assigned homework to the students.’’’ Choice 1: The students passed notes. Choice 2: The students groaned. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The teacher assigned homework to the students.,The students passed notes.,The students groaned.,effect,0.013269893825054169,0.036732904613018036,2,0.023463010787963867,0.036732904613018036
"Consider the following example: ‘‘‘The teacher caught the student chewing gum.’’’ Choice 1: The gum stuck to the student's shoe. Choice 2: The student spit out the gum. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The teacher caught the student chewing gum.,The gum stuck to the student's shoe.,The student spit out the gum.,effect,-0.017433037981390953,-0.125052809715271,2,0.10761977173388004,0.125052809715271
"Consider the following example: ‘‘‘The teacher took roll.’’’ Choice 1: She identified the students that were absent. Choice 2: She gave her students a pop quiz. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The teacher took roll.,She identified the students that were absent.,She gave her students a pop quiz.,effect,-0.27799326181411743,0.15979008376598358,1,0.437783345580101,0.27799326181411743
"Consider the following example: ‘‘‘The tenant misplaced his keys to his apartment.’’’ Choice 1: His landlord unlocked the door. Choice 2: His landlord repaired the door. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The tenant misplaced his keys to his apartment.,His landlord unlocked the door.,His landlord repaired the door.,effect,-0.3468376696109772,0.14668378233909607,1,0.49352145195007324,0.3468376696109772
"Consider the following example: ‘‘‘The truck crashed into the motorcycle on the bridge.’’’ Choice 1: The motorcyclist died. Choice 2: The bridge collapsed. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The truck crashed into the motorcycle on the bridge.,The motorcyclist died.,The bridge collapsed.,effect,-0.38202327489852905,0.17471301555633545,1,0.5567362904548645,0.38202327489852905
"Consider the following example: ‘‘‘The vandals threw a rock at the window.’’’ Choice 1: The window cracked. Choice 2: The window fogged up. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The vandals threw a rock at the window.,The window cracked.,The window fogged up.,effect,-0.8928585648536682,1.1665387153625488,1,2.059397280216217,1.1665387153625488
"Consider the following example: ‘‘‘The vehicles travelled slowly.’’’ Choice 1: It was cloudy. Choice 2: It was foggy. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The vehicles travelled slowly.,It was cloudy.,It was foggy.,cause,0.19279080629348755,-0.374576210975647,2,0.5673670172691345,0.374576210975647
"Consider the following example: ‘‘‘The water in the teapot started to boil.’’’ Choice 1: The teapot cooled. Choice 2: The teapot whistled. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The water in the teapot started to boil.,The teapot cooled.,The teapot whistled.,effect,0.02486703172326088,-0.1497061848640442,2,0.17457321658730507,0.1497061848640442
"Consider the following example: ‘‘‘The woman awakened.’’’ Choice 1: She took sleeping pills. Choice 2: Her husband was snoring. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman awakened.,She took sleeping pills.,Her husband was snoring.,cause,0.1932775229215622,0.05882132053375244,2,0.13445620238780975,0.1932775229215622
"Consider the following example: ‘‘‘The woman banished the children from her property.’’’ Choice 1: The children hit a ball into her yard. Choice 2: The children trampled through her garden. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman banished the children from her property.,The children hit a ball into her yard.,The children trampled through her garden.,cause,0.23374000191688538,-0.4696478247642517,2,0.7033878266811371,0.4696478247642517
"Consider the following example: ‘‘‘The woman became famous.’’’ Choice 1: Photographers followed her. Choice 2: Her family avoided her. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman became famous.,Photographers followed her.,Her family avoided her.,effect,-0.06577014923095703,0.1995144486427307,1,0.26528459787368774,0.1995144486427307
"Consider the following example: ‘‘‘The woman betrayed her friend.’’’ Choice 1: Her friend sent her a greeting card. Choice 2: Her friend cut off contact with her. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman betrayed her friend.,Her friend sent her a greeting card.,Her friend cut off contact with her.,effect,0.5219334959983826,-0.6173607110977173,2,1.1392942070960999,0.6173607110977173
"Consider the following example: ‘‘‘The woman complimented the man.’’’ Choice 1: He sneezed. Choice 2: He blushed. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman complimented the man.,He sneezed.,He blushed.,effect,-0.11622687429189682,0.057810597121715546,2,0.17403747141361237,0.11622687429189682
"Consider the following example: ‘‘‘The woman covered her mouth with her hand.’’’ Choice 1: She exhaled. Choice 2: She sneezed. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman covered her mouth with her hand.,She exhaled.,She sneezed.,cause,0.26103895902633667,-0.13340120017528534,2,0.394440159201622,0.26103895902633667
"Consider the following example: ‘‘‘The woman dangled the biscuit above the dog.’’’ Choice 1: The dog jumped up. Choice 2: The dog scratched its fur. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman dangled the biscuit above the dog.,The dog jumped up.,The dog scratched its fur.,effect,-0.841739296913147,0.9401140213012695,1,1.7818533182144165,0.9401140213012695
"Consider the following example: ‘‘‘The woman felt ashamed of scar on her face.’’’ Choice 1: She explained the scar to strangers. Choice 2: She hid the scar with makeup. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman felt ashamed of scar on her face.,She explained the scar to strangers.,She hid the scar with makeup.,effect,0.2121250033378601,-0.16460278630256653,2,0.37672778964042664,0.2121250033378601
"Consider the following example: ‘‘‘The woman felt compelled to help someone in need.’’’ Choice 1: She donated blood. Choice 2: She wrote a poem. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman felt compelled to help someone in need.,She donated blood.,She wrote a poem.,effect,-0.6928329467773438,0.8008444309234619,1,1.4936773777008057,0.8008444309234619
"Consider the following example: ‘‘‘The woman felt lonely.’’’ Choice 1: She renovated her kitchen. Choice 2: She adopted a cat. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman felt lonely.,She renovated her kitchen.,She adopted a cat.,effect,0.42302262783050537,0.01461128331720829,2,0.4084113445132971,0.42302262783050537
"Consider the following example: ‘‘‘The woman felt reluctant to switch careers.’’’ Choice 1: She made a lot of money in her current occupation. Choice 2: She endured a lot of stress in her current occupation. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman felt reluctant to switch careers.,She made a lot of money in her current occupation.,She endured a lot of stress in her current occupation.,cause,0.33618253469467163,-0.5166434049606323,1,0.852825939655304,0.5166434049606323
"Consider the following example: ‘‘‘The woman filed a restraining order against the man.’’’ Choice 1: The man called her. Choice 2: The man stalked her. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman filed a restraining order against the man.,The man called her.,The man stalked her.,cause,0.7674092054367065,-0.981459379196167,2,1.7488685846328735,0.981459379196167
"Consider the following example: ‘‘‘The woman gave the man her phone number.’’’ Choice 1: She was attracted to him. Choice 2: She was repulsed by him. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman gave the man her phone number.,She was attracted to him.,She was repulsed by him.,cause,-0.16979707777500153,0.05336024984717369,1,0.22315732762217522,0.16979707777500153
"Consider the following example: ‘‘‘The woman had a religious awakening.’’’ Choice 1: She began going to church. Choice 2: She began travelling abroad. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman had a religious awakening.,She began going to church.,She began travelling abroad.,effect,-0.30127984285354614,0.7889441251754761,1,1.0902239680290222,0.7889441251754761
"Consider the following example: ‘‘‘The woman had an infection.’’’ Choice 1: She took antibiotics. Choice 2: She washed her hands. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman had an infection.,She took antibiotics.,She washed her hands.,effect,-0.1571834832429886,0.4911060035228729,1,0.6482894867658615,0.4911060035228729
"Consider the following example: ‘‘‘The woman hummed to herself.’’’ Choice 1: She was nervous. Choice 2: She was in a good mood. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman hummed to herself.,She was nervous.,She was in a good mood.,cause,-0.3546947240829468,0.3064166307449341,2,0.6611113548278809,0.3546947240829468
"Consider the following example: ‘‘‘The woman presented her brother with a gift.’’’ Choice 1: Her brother refused to accept the gift. Choice 2: Her brother unwrapped the gift. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman presented her brother with a gift.,Her brother refused to accept the gift.,Her brother unwrapped the gift.,effect,-0.2187386006116867,0.22904399037361145,2,0.44778259098529816,0.22904399037361145
"Consider the following example: ‘‘‘The woman received a diploma.’’’ Choice 1: She enrolled in college. Choice 2: She graduated from college. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman received a diploma.,She enrolled in college.,She graduated from college.,cause,0.35815465450286865,-0.5437607765197754,2,0.901915431022644,0.5437607765197754
"Consider the following example: ‘‘‘The woman refused a second beer.’’’ Choice 1: She was the designated driver for the night. Choice 2: She was familiar with the bartender. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman refused a second beer.,She was the designated driver for the night.,She was familiar with the bartender.,cause,-0.09494160115718842,0.24355973303318024,1,0.33850133419036865,0.24355973303318024
"Consider the following example: ‘‘‘The woman sensed a pleasant smell.’’’ Choice 1: She remembered to take her medication. Choice 2: She was reminded of her childhood. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman sensed a pleasant smell.,She remembered to take her medication.,She was reminded of her childhood.,effect,0.021041711792349815,0.07672484219074249,2,0.05568313039839268,0.07672484219074249
"Consider the following example: ‘‘‘The woman spoke with a foreign accent.’’’ Choice 1: She came from a wealthy family. Choice 2: She migrated from another country. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman spoke with a foreign accent.,She came from a wealthy family.,She migrated from another country.,cause,0.6169705390930176,-0.6962456107139587,2,1.3132161498069763,0.6962456107139587
"Consider the following example: ‘‘‘The woman suffered amnesia.’’’ Choice 1: She had an allergic reaction. Choice 2: She got into a car accident. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman suffered amnesia.,She had an allergic reaction.,She got into a car accident.,cause,0.6551343202590942,-0.607086181640625,2,1.2622205018997192,0.6551343202590942
"Consider the following example: ‘‘‘The woman tolerated her friend's difficult behavior.’’’ Choice 1: The woman knew her friend was going through a hard time. Choice 2: The woman felt that her friend took advantage of her kindness. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman tolerated her friend's difficult behavior.,The woman knew her friend was going through a hard time.,The woman felt that her friend took advantage of her kindness.,cause,0.3463713228702545,-0.21271955966949463,1,0.5590908825397491,0.3463713228702545
"Consider the following example: ‘‘‘The woman took her family on vacation.’’’ Choice 1: Her husband got laid off. Choice 2: She received a salary bonus. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman took her family on vacation.,Her husband got laid off.,She received a salary bonus.,cause,-0.41433078050613403,0.7357062101364136,2,1.1500369906425476,0.7357062101364136
"Consider the following example: ‘‘‘The woman upgraded her computer hardware.’’’ Choice 1: She deleted old files on the computer. Choice 2: She installed new software on the computer. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman upgraded her computer hardware.,She deleted old files on the computer.,She installed new software on the computer.,effect,0.18697696924209595,-0.22339747846126556,2,0.4103744477033615,0.22339747846126556
"Consider the following example: ‘‘‘The woman visited her family.’’’ Choice 1: She distrusted them. Choice 2: She missed them. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman visited her family.,She distrusted them.,She missed them.,cause,-0.08224505186080933,0.09996259212493896,2,0.1822076439857483,0.09996259212493896
"Consider the following example: ‘‘‘The woman walked with crutches.’’’ Choice 1: She shaved her legs. Choice 2: She broke her leg. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman walked with crutches.,She shaved her legs.,She broke her leg.,cause,1.0368404388427734,-1.3373165130615234,2,2.374156951904297,1.3373165130615234
"Consider the following example: ‘‘‘The woman wanted to be a doctor.’’’ Choice 1: She visited the hospital. Choice 2: She went to medical school. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman wanted to be a doctor.,She visited the hospital.,She went to medical school.,effect,0.07902329415082932,-0.369964599609375,2,0.4489878937602043,0.369964599609375
"Consider the following example: ‘‘‘The woman was arrested.’’’ Choice 1: She checked into rehab. Choice 2: She committed assault. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman was arrested.,She checked into rehab.,She committed assault.,cause,0.6499167680740356,-0.9458580017089844,2,1.59577476978302,0.9458580017089844
"Consider the following example: ‘‘‘The woman was deemed mentally ill.’’’ Choice 1: She was sent to a psychiatric institution. Choice 2: She sought a career as a psychiatrist. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman was deemed mentally ill.,She was sent to a psychiatric institution.,She sought a career as a psychiatrist.,effect,-0.56841641664505,0.7509405016899109,1,1.319356918334961,0.7509405016899109
"Consider the following example: ‘‘‘The woman was in a bad mood.’’’ Choice 1: She engaged in small talk with her friend. Choice 2: She told her friend to leave her alone. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman was in a bad mood.,She engaged in small talk with her friend.,She told her friend to leave her alone.,effect,0.4592697024345398,-0.8406240940093994,2,1.2998937964439392,0.8406240940093994
"Consider the following example: ‘‘‘The woman was summoned for jury duty.’’’ Choice 1: She contacted her lawyer. Choice 2: She cancelled her appointments. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman was summoned for jury duty.,She contacted her lawyer.,She cancelled her appointments.,effect,0.12783408164978027,0.1910962015390396,2,0.06326211988925934,0.1910962015390396
"Consider the following example: ‘‘‘The woman won the lottery.’’’ Choice 1: She bought a yacht. Choice 2: She joined a church. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman won the lottery.,She bought a yacht.,She joined a church.,effect,-0.5241365432739258,0.5863502025604248,1,1.1104867458343506,0.5863502025604248
"Consider the following example: ‘‘‘The woman's date wanted to look like a gentleman.’’’ Choice 1: He opened the door for her. Choice 2: He asked her if she liked sushi. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman's date wanted to look like a gentleman.,He opened the door for her.,He asked her if she liked sushi.,effect,-0.4140971004962921,0.6144521236419678,1,1.0285492241382599,0.6144521236419678
"Consider the following example: ‘‘‘The woman's eyeglasses fogged up.’’’ Choice 1: She reclined by the pool. Choice 2: She entered the sauna. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman's eyeglasses fogged up.,She reclined by the pool.,She entered the sauna.,cause,0.34461510181427,-0.40450984239578247,2,0.7491249442100525,0.40450984239578247
"Consider the following example: ‘‘‘The woman's hair fell in her face.’’’ Choice 1: She pulled her hair back with a clip. Choice 2: She lathered shampoo into her hair. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The woman's hair fell in her face.,She pulled her hair back with a clip.,She lathered shampoo into her hair.,effect,-0.13215284049510956,0.4925457835197449,1,0.6246986240148544,0.4925457835197449
"Consider the following example: ‘‘‘The woman's makeup smeared.’’’ Choice 1: She brushed her hair. Choice 2: She wiped her eyes. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman's makeup smeared.,She brushed her hair.,She wiped her eyes.,cause,0.4358116388320923,-0.2625610828399658,2,0.6983727216720581,0.4358116388320923
"Consider the following example: ‘‘‘The woman's purse was missing.’’’ Choice 1: It contained a lot of junk. Choice 2: She left it unsupervised. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The woman's purse was missing.,It contained a lot of junk.,She left it unsupervised.,cause,0.30460667610168457,-0.1977185755968094,2,0.502325251698494,0.30460667610168457
"Consider the following example: ‘‘‘The young woman was denied entrance into the bar.’’’ Choice 1: Her friends stood her up. Choice 2: She forgot her ID. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The young woman was denied entrance into the bar.,Her friends stood her up.,She forgot her ID.,cause,0.11818468570709229,0.08589063584804535,2,0.032294049859046936,0.11818468570709229
"Consider the following example: ‘‘‘We found empty seats in the theatre.’’’ Choice 1: The film began. Choice 2: We sat down. Q: Which one is more likely to be the effect, choice 1 or choice 2?",We found empty seats in the theatre.,The film began.,We sat down.,effect,-0.11445045471191406,0.26604992151260376,2,0.3805003762245178,0.26604992151260376
